epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
180,16388.2,1.09337,1.93443,0.9358,0.00666,0.64704,0.71908,0.64841,0.68685,0.49682,0.67356,0.573,0.57071,0.34054,1.12182,2.57679,1.3639,0.01149,0,0.0107092,0.00356975,0.0107092,0.00356975,0.0107092,0.00356975,0.0107092,0.00356975
181,16479.1,1.09085,1.93095,0.93608,0.00675,0.63802,0.7035,0.66415,0.68549,0.49675,0.67575,0.57278,0.56922,0.33978,1.12315,2.57179,1.36061,0.01161,0,0.0105611,0.00352037,0.0105611,0.00352037,0.0105611,0.00352037,0.0105611,0.00352037
182,16569.9,1.07519,1.90324,0.92341,0.00649,0.63354,0.70742,0.65398,0.68575,0.49568,0.67348,0.57506,0.56892,0.33969,1.12431,2.55172,1.35834,0.01175,0,0.0104135,0.00347115,0.0104135,0.00347115,0.0104135,0.00347115,0.0104135,0.00347115
183,16660.4,1.07293,1.90074,0.91316,0.00657,0.62688,0.69969,0.67042,0.68595,0.49532,0.67024,0.58317,0.57195,0.34077,1.12711,2.54575,1.34606,0.01179,0,0.0102663,0.00342211,0.0102663,0.00342211,0.0102663,0.00342211,0.0102663,0.00342211
184,16751.7,1.07893,1.91201,0.92779,0.00664,0.63468,0.72342,0.65574,0.68786,0.49581,0.67917,0.59223,0.58037,0.34314,1.12616,2.54171,1.33407,0.01187,0,0.0101197,0.00337325,0.0101197,0.00337325,0.0101197,0.00337325,0.0101197,0.00337325
185,16842.8,1.08761,1.9129,0.92323,0.0065,0.63159,0.71637,0.66488,0.68493,0.49644,0.68449,0.58662,0.57493,0.34136,1.12766,2.55272,1.33281,0.01185,0,0.00997371,0.00332457,0.00997371,0.00332457,0.00997371,0.00332457,0.00997371,0.00332457
186,16934,1.08151,1.91484,0.92686,0.00663,0.64149,0.72993,0.64921,0.68701,0.49752,0.68668,0.58754,0.57866,0.34427,1.12409,2.52662,1.33608,0.01173,0,0.00982824,0.00327608,0.00982824,0.00327608,0.00982824,0.00327608,0.00982824,0.00327608
187,17024.1,1.08317,1.91515,0.92037,0.0065,0.62057,0.73672,0.64674,0.6884,0.49869,0.68317,0.59049,0.57982,0.3439,1.12582,2.54312,1.34084,0.01175,0,0.00968335,0.00322778,0.00968335,0.00322778,0.00968335,0.00322778,0.00968335,0.00322778
188,17114.7,1.07758,1.90099,0.92236,0.0066,0.6317,0.75084,0.64048,0.68794,0.49859,0.69149,0.58409,0.57908,0.34244,1.12555,2.5311,1.34344,0.01171,0,0.00953906,0.00317969,0.00953906,0.00317969,0.00953906,0.00317969,0.00953906,0.00317969
189,17206,1.07079,1.91027,0.9201,0.00662,0.63012,0.74101,0.64883,0.6876,0.49817,0.68639,0.58851,0.58037,0.34081,1.12583,2.54139,1.3474,0.01175,0,0.00939539,0.0031318,0.00939539,0.0031318,0.00939539,0.0031318,0.00939539,0.0031318
190,17297.2,1.06662,1.88255,0.89981,0.00666,0.6331,0.73908,0.64735,0.6906,0.50066,0.68488,0.58959,0.58201,0.34184,1.13112,2.55165,1.34848,0.01182,0,0.00925235,0.00308412,0.00925235,0.00308412,0.00925235,0.00308412,0.00925235,0.00308412
191,17389,1.07335,1.87605,0.90584,0.00646,0.61077,0.72055,0.66221,0.69107,0.50143,0.68857,0.58889,0.58349,0.34337,1.13104,2.55629,1.34839,0.01181,0,0.00910996,0.00303665,0.00910996,0.00303665,0.00910996,0.00303665,0.00910996,0.00303665
192,17479.9,1.05394,1.88002,0.90665,0.00647,0.60854,0.71973,0.65912,0.69073,0.50032,0.6676,0.60272,0.58179,0.34339,1.13355,2.54563,1.34842,0.01183,0,0.00896823,0.00298941,0.00896823,0.00298941,0.00896823,0.00298941,0.00896823,0.00298941
193,17570.8,1.06902,1.91698,0.91852,0.00656,0.63606,0.71812,0.65747,0.68953,0.5023,0.66998,0.59677,0.58173,0.34308,1.13386,2.53802,1.35231,0.01186,0,0.00882718,0.00294239,0.00882718,0.00294239,0.00882718,0.00294239,0.00882718,0.00294239
194,17662.3,1.06,1.91573,0.91596,0.00662,0.62559,0.73516,0.64273,0.68832,0.50027,0.67694,0.59082,0.58291,0.34214,1.13831,2.54977,1.35395,0.0119,0,0.00868682,0.00289561,0.00868682,0.00289561,0.00868682,0.00289561,0.00868682,0.00289561
195,17753.7,1.0757,1.91619,0.92213,0.00662,0.62782,0.74609,0.63802,0.68627,0.49841,0.69592,0.57909,0.58079,0.34204,1.13483,2.53041,1.35665,0.01185,0,0.00854717,0.00284906,0.00854717,0.00284906,0.00854717,0.00284906,0.00854717,0.00284906
196,17845.1,1.07026,1.91623,0.91686,0.00663,0.62479,0.74593,0.63639,0.6872,0.49907,0.6936,0.5797,0.57736,0.3399,1.13726,2.5417,1.34387,0.01182,0,0.00840824,0.00280275,0.00840824,0.00280275,0.00840824,0.00280275,0.00840824,0.00280275
197,17936.6,1.04638,1.88389,0.90307,0.00658,0.61979,0.71557,0.66032,0.68817,0.49896,0.69563,0.58106,0.57467,0.33903,1.13719,2.54022,1.34312,0.01187,0,0.00827005,0.00275668,0.00827005,0.00275668,0.00827005,0.00275668,0.00827005,0.00275668
198,18028,1.06063,1.88028,0.8996,0.00632,0.609,0.70087,0.66628,0.68775,0.5,0.68622,0.58837,0.57871,0.34191,1.13705,2.56,1.34383,0.01189,0,0.00813262,0.00271087,0.00813262,0.00271087,0.00813262,0.00271087,0.00813262,0.00271087
199,18120,1.06454,1.8754,0.91184,0.00645,0.61033,0.71821,0.65826,0.68735,0.4997,0.69266,0.58304,0.57758,0.34116,1.13895,2.55325,1.34198,0.01195,0,0.00799596,0.00266532,0.00799596,0.00266532,0.00799596,0.00266532,0.00799596,0.00266532
200,18211.5,1.05937,1.89495,0.90942,0.00639,0.62465,0.72942,0.65118,0.68606,0.4989,0.68517,0.58733,0.57758,0.34106,1.13519,2.54517,1.35316,0.01191,0,0.00786008,0.00262003,0.00786008,0.00262003,0.00786008,0.00262003,0.00786008,0.00262003
201,18303.1,1.05824,1.87083,0.89578,0.00646,0.59993,0.71864,0.66112,0.68633,0.49877,0.67316,0.59339,0.57759,0.34085,1.13621,2.54891,1.35299,0.01195,0,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
202,18394.8,1.05035,1.85839,0.88217,0.0064,0.58251,0.71052,0.66258,0.68609,0.49907,0.67788,0.59092,0.57859,0.34211,1.13539,2.54628,1.35163,0.01195,0,0.00759073,0.00253024,0.00759073,0.00253024,0.00759073,0.00253024,0.00759073,0.00253024
203,18485.7,1.04418,1.87172,0.89293,0.00644,0.60188,0.71061,0.66677,0.68637,0.49971,0.66716,0.59726,0.57881,0.34234,1.13523,2.55456,1.35146,0.01191,0,0.0074573,0.00248577,0.0074573,0.00248577,0.0074573,0.00248577,0.0074573,0.00248577
204,18576.9,1.05336,1.882,0.89454,0.00632,0.60234,0.70519,0.67544,0.68676,0.50075,0.68661,0.5799,0.57834,0.34255,1.13232,2.55891,1.35453,0.0119,0,0.00732471,0.00244157,0.00732471,0.00244157,0.00732471,0.00244157,0.00732471,0.00244157
205,18668.1,1.06461,1.87521,0.89665,0.0064,0.60025,0.70641,0.67391,0.68887,0.50174,0.65056,0.60799,0.57827,0.34237,1.13757,2.56717,1.34954,0.0119,0,0.00719297,0.00239766,0.00719297,0.00239766,0.00719297,0.00239766,0.00719297,0.00239766
206,18759.2,1.04411,1.84011,0.87282,0.00613,0.58639,0.70854,0.67218,0.68989,0.50254,0.69429,0.58164,0.58051,0.34222,1.13479,2.56384,1.34811,0.01194,0,0.00706211,0.00235404,0.00706211,0.00235404,0.00706211,0.00235404,0.00706211,0.00235404
207,18850.5,1.06685,1.9029,0.90854,0.00645,0.60724,0.71932,0.66682,0.68844,0.50178,0.66521,0.60006,0.57891,0.34253,1.13471,2.56496,1.3397,0.0119,0,0.00693214,0.00231071,0.00693214,0.00231071,0.00693214,0.00231071,0.00693214,0.00231071
208,18942.1,1.04727,1.87829,0.89229,0.00643,0.60035,0.71445,0.66842,0.68881,0.50229,0.68102,0.58599,0.57863,0.34282,1.13391,2.56285,1.34478,0.01181,0,0.00680306,0.00226769,0.00680306,0.00226769,0.00680306,0.00226769,0.00680306,0.00226769
209,19033.9,1.04515,1.85521,0.87517,0.00624,0.59413,0.7155,0.67013,0.69032,0.50357,0.65274,0.6049,0.57691,0.34324,1.13295,2.56659,1.34552,0.01182,0,0.0066749,0.00222497,0.0066749,0.00222497,0.0066749,0.00222497,0.0066749,0.00222497
210,19125.5,1.04533,1.83709,0.87732,0.00618,0.59251,0.70581,0.67884,0.69067,0.50404,0.65494,0.60161,0.57628,0.34375,1.13464,2.56663,1.34567,0.01186,0,0.00654767,0.00218256,0.00654767,0.00218256,0.00654767,0.00218256,0.00654767,0.00218256
211,19217.3,1.03131,1.85527,0.88271,0.00631,0.58087,0.70868,0.67511,0.69071,0.50391,0.65793,0.59813,0.57693,0.34364,1.1317,2.56544,1.34644,0.01178,0,0.00642139,0.00214046,0.00642139,0.00214046,0.00642139,0.00214046,0.00642139,0.00214046
212,19308.7,1.03458,1.84895,0.86898,0.00623,0.58061,0.70936,0.67397,0.69181,0.50448,0.65728,0.59813,0.57582,0.343,1.13265,2.56466,1.34676,0.01181,0,0.00629606,0.00209869,0.00629606,0.00209869,0.00629606,0.00209869,0.00629606,0.00209869
213,19399.6,1.02862,1.8256,0.86602,0.00624,0.57605,0.7106,0.672,0.69103,0.50362,0.67962,0.5796,0.57637,0.34283,1.13335,2.57204,1.34664,0.01179,0,0.0061717,0.00205723,0.0061717,0.00205723,0.0061717,0.00205723,0.0061717,0.00205723
214,19490.6,1.0269,1.81743,0.85956,0.00611,0.57331,0.71182,0.6741,0.69249,0.50498,0.65495,0.59861,0.5761,0.34455,1.13149,2.5755,1.34914,0.01177,0,0.00604833,0.00201611,0.00604833,0.00201611,0.00604833,0.00201611,0.00604833,0.00201611
215,19581.5,1.03628,1.85027,0.87451,0.00624,0.58462,0.71246,0.66903,0.6915,0.50472,0.69306,0.57177,0.57606,0.34466,1.12977,2.5756,1.35197,0.01179,0,0.00592596,0.00197532,0.00592596,0.00197532,0.00592596,0.00197532,0.00592596,0.00197532
216,19673,1.03059,1.82381,0.86195,0.00614,0.5852,0.72779,0.6599,0.69232,0.50469,0.6719,0.58004,0.57507,0.34428,1.13295,2.56908,1.35124,0.01181,0,0.00580459,0.00193486,0.00580459,0.00193486,0.00580459,0.00193486,0.00580459,0.00193486
217,19763.9,1.03425,1.85015,0.87569,0.00627,0.59041,0.70973,0.6716,0.69228,0.50512,0.67,0.58095,0.5748,0.34377,1.13111,2.56344,1.35632,0.01181,0,0.00568425,0.00189475,0.00568425,0.00189475,0.00568425,0.00189475,0.00568425,0.00189475
218,19855.1,1.0447,1.85998,0.88473,0.0063,0.57756,0.71319,0.66859,0.69153,0.50454,0.66629,0.58187,0.57415,0.3446,1.12833,2.57318,1.36905,0.01168,0,0.00556495,0.00185498,0.00556495,0.00185498,0.00556495,0.00185498,0.00556495,0.00185498
219,19946.6,1.02645,1.82871,0.86815,0.00612,0.57459,0.7071,0.66772,0.69044,0.50397,0.6659,0.5805,0.57385,0.34413,1.12945,2.56738,1.36855,0.01172,0,0.0054467,0.00181557,0.0054467,0.00181557,0.0054467,0.00181557,0.0054467,0.00181557
220,20038.2,1.03728,1.83685,0.87002,0.00616,0.58282,0.73658,0.64654,0.68975,0.50318,0.69255,0.56534,0.57313,0.3439,1.13252,2.5682,1.36419,0.01176,0,0.00532952,0.00177651,0.00532952,0.00177651,0.00532952,0.00177651,0.00532952,0.00177651
221,20129.9,1.02987,1.8233,0.86558,0.00617,0.56639,0.73502,0.64958,0.6889,0.50284,0.67233,0.57235,0.57062,0.34165,1.12892,2.57785,1.36988,0.01165,0,0.00521341,0.0017378,0.00521341,0.0017378,0.00521341,0.0017378,0.00521341,0.0017378
222,20221.6,1.03834,1.85929,0.87448,0.00607,0.59023,0.7364,0.64118,0.68827,0.5021,0.67327,0.57061,0.56916,0.34065,1.13017,2.58041,1.36999,0.01169,0,0.00509839,0.00169946,0.00509839,0.00169946,0.00509839,0.00169946,0.00509839,0.00169946
223,20312.5,1.01577,1.83273,0.86302,0.00608,0.57163,0.73737,0.64616,0.68734,0.50127,0.67319,0.57302,0.56883,0.3399,1.13057,2.57652,1.37274,0.01168,0,0.00498448,0.00166149,0.00498448,0.00166149,0.00498448,0.00166149,0.00498448,0.00166149
224,20403.8,1.0438,1.81486,0.86949,0.00612,0.57204,0.74136,0.6437,0.68826,0.50156,0.67725,0.57404,0.5697,0.34078,1.12944,2.57745,1.36628,0.01164,0,0.00487167,0.00162389,0.00487167,0.00162389,0.00487167,0.00162389,0.00487167,0.00162389
225,20495.4,1.02111,1.83352,0.86165,0.0062,0.56741,0.74179,0.64718,0.68956,0.50271,0.67655,0.57806,0.57074,0.34231,1.12914,2.57549,1.36607,0.01163,0,0.00476,0.00158667,0.00476,0.00158667,0.00476,0.00158667,0.00476,0.00158667
226,20587.1,1.03072,1.84342,0.86506,0.00607,0.57154,0.74297,0.64393,0.6887,0.50234,0.67329,0.57916,0.57006,0.34235,1.12777,2.57681,1.36244,0.01164,0,0.00464946,0.00154982,0.00464946,0.00154982,0.00464946,0.00154982,0.00464946,0.00154982
227,20678.7,1.02023,1.83454,0.87128,0.00615,0.58506,0.73564,0.64794,0.68831,0.50144,0.66955,0.58241,0.56984,0.34142,1.1287,2.58533,1.36874,0.01164,0,0.00454008,0.00151336,0.00454008,0.00151336,0.00454008,0.00151336,0.00454008,0.00151336
228,20770.3,1.02786,1.83413,0.85884,0.00607,0.55682,0.73008,0.6515,0.68815,0.5013,0.66418,0.58536,0.56975,0.34058,1.12685,2.59602,1.36392,0.01164,0,0.00443186,0.00147729,0.00443186,0.00147729,0.00443186,0.00147729,0.00443186,0.00147729
229,20861.9,1.01868,1.828,0.85884,0.00611,0.56493,0.73237,0.65275,0.68797,0.5009,0.67322,0.57846,0.57089,0.34087,1.12671,2.59415,1.37151,0.01166,0,0.00432482,0.00144161,0.00432482,0.00144161,0.00432482,0.00144161,0.00432482,0.00144161
230,20952.8,1.00958,1.79333,0.84431,0.00606,0.57645,0.73516,0.6481,0.68814,0.50047,0.67378,0.57903,0.57305,0.34183,1.12735,2.60006,1.36953,0.01161,0,0.00421896,0.00140632,0.00421896,0.00140632,0.00421896,0.00140632,0.00421896,0.00140632
231,21043.7,1.01655,1.82557,0.85595,0.00612,0.5676,0.73093,0.65501,0.68834,0.50039,0.66812,0.58478,0.57287,0.34125,1.12884,2.60051,1.37173,0.01164,0,0.0041143,0.00137143,0.0041143,0.00137143,0.0041143,0.00137143,0.0041143,0.00137143
232,21134.5,1.00197,1.78368,0.82626,0.00585,0.54333,0.73374,0.65383,0.68871,0.5015,0.67201,0.5846,0.573,0.33995,1.12956,2.60694,1.36468,0.01167,0,0.00401085,0.00133695,0.00401085,0.00133695,0.00401085,0.00133695,0.00401085,0.00133695
233,21226.1,1.01014,1.83107,0.85497,0.00624,0.5785,0.72786,0.65511,0.68825,0.50157,0.66477,0.5929,0.57381,0.34077,1.12962,2.59572,1.37168,0.01168,0,0.00390862,0.00130287,0.00390862,0.00130287,0.00390862,0.00130287,0.00390862,0.00130287
234,21317.4,1.00372,1.7894,0.83657,0.00611,0.57421,0.73095,0.65394,0.6895,0.50272,0.67312,0.58202,0.57307,0.34068,1.13109,2.61106,1.35675,0.01169,0,0.00380763,0.00126921,0.00380763,0.00126921,0.00380763,0.00126921,0.00380763,0.00126921
235,21408.4,1.02606,1.81942,0.8574,0.00602,0.57879,0.72923,0.65443,0.68868,0.50221,0.67517,0.58474,0.57345,0.3411,1.12761,2.6097,1.37072,0.01165,0,0.00370788,0.00123596,0.00370788,0.00123596,0.00370788,0.00123596,0.00370788,0.00123596
236,21500,1.01607,1.79705,0.84869,0.006,0.56578,0.73245,0.65298,0.68806,0.50118,0.67229,0.58681,0.57276,0.34055,1.12975,2.62779,1.37244,0.0117,0,0.00360938,0.00120313,0.00360938,0.00120313,0.00360938,0.00120313,0.00360938,0.00120313
237,21591.2,1.02299,1.81248,0.85357,0.00601,0.55958,0.73084,0.65293,0.69022,0.50309,0.66884,0.58932,0.5738,0.34188,1.12999,2.63329,1.36072,0.01169,0,0.00351215,0.00117072,0.00351215,0.00117072,0.00351215,0.00117072,0.00351215,0.00117072
238,21682.3,1.02231,1.82073,0.85481,0.00602,0.56274,0.72909,0.65503,0.6899,0.50316,0.67354,0.58202,0.57437,0.34313,1.13036,2.63433,1.36311,0.01172,0,0.0034162,0.00113873,0.0034162,0.00113873,0.0034162,0.00113873,0.0034162,0.00113873
239,21773.6,0.99755,1.80875,0.83904,0.00595,0.56305,0.73639,0.64872,0.69,0.50336,0.67613,0.58232,0.57528,0.34378,1.13347,2.63441,1.36414,0.01177,0,0.00332153,0.00110718,0.00332153,0.00110718,0.00332153,0.00110718,0.00332153,0.00110718
240,21865.2,1.01478,1.81722,0.84214,0.00598,0.55978,0.72895,0.65443,0.69007,0.50297,0.67725,0.58052,0.57584,0.34436,1.13226,2.63796,1.36649,0.01178,0,0.00322816,0.00107605,0.00322816,0.00107605,0.00322816,0.00107605,0.00322816,0.00107605
241,21956.4,1.01236,1.79009,0.83794,0.00589,0.56543,0.72839,0.65395,0.68988,0.50271,0.67011,0.58776,0.57571,0.34404,1.13136,2.64677,1.36974,0.01172,0,0.0031361,0.00104537,0.0031361,0.00104537,0.0031361,0.00104537,0.0031361,0.00104537
242,22047.2,1.00221,1.79431,0.83301,0.00598,0.55497,0.7196,0.6569,0.68997,0.50231,0.66431,0.58976,0.57572,0.34436,1.12856,2.64767,1.37708,0.01162,0,0.00304535,0.00101512,0.00304535,0.00101512,0.00304535,0.00101512,0.00304535,0.00101512
243,22138.5,1.0088,1.79639,0.84565,0.006,0.55186,0.71883,0.65593,0.68942,0.50223,0.66098,0.59029,0.57435,0.34338,1.12915,2.65004,1.37626,0.01164,0,0.00295593,0.000985311,0.00295593,0.000985311,0.00295593,0.000985311,0.00295593,0.000985311
244,22229.7,0.99916,1.78722,0.83427,0.00593,0.55132,0.71721,0.6569,0.68855,0.50154,0.65493,0.591,0.57452,0.34333,1.13042,2.64767,1.38089,0.01166,0,0.00286785,0.000955951,0.00286785,0.000955951,0.00286785,0.000955951,0.00286785,0.000955951
245,22320.8,1.00972,1.78847,0.83922,0.00598,0.56238,0.72219,0.65348,0.68826,0.50132,0.66051,0.58712,0.5734,0.34219,1.13058,2.64637,1.37435,0.01165,0,0.00278112,0.00092704,0.00278112,0.00092704,0.00278112,0.00092704,0.00278112,0.00092704
246,22411.9,1.00506,1.79135,0.84114,0.00595,0.54628,0.7201,0.65347,0.68782,0.50071,0.65531,0.59078,0.57282,0.34169,1.12669,2.65348,1.38484,0.01156,0,0.00269574,0.000898581,0.00269574,0.000898581,0.00269574,0.000898581,0.00269574,0.000898581
247,22503.1,1.00796,1.81026,0.84426,0.00599,0.55317,0.72276,0.65351,0.68951,0.50143,0.65567,0.59029,0.5724,0.34183,1.12936,2.65342,1.37491,0.01161,0,0.00261173,0.000870577,0.00261173,0.000870577,0.00261173,0.000870577,0.00261173,0.000870577
248,22594.3,1.00518,1.81401,0.84764,0.00608,0.56671,0.7233,0.6569,0.68976,0.50101,0.65298,0.59078,0.57266,0.34162,1.12823,2.6458,1.37938,0.01158,0,0.00252909,0.000843031,0.00252909,0.000843031,0.00252909,0.000843031,0.00252909,0.000843031
249,22685.5,1.00881,1.80525,0.83972,0.00595,0.54665,0.72035,0.6569,0.68948,0.50112,0.6551,0.58981,0.57195,0.3413,1.12655,2.64335,1.37764,0.01155,0,0.00244784,0.000815947,0.00244784,0.000815947,0.00244784,0.000815947,0.00244784,0.000815947
250,22776.9,0.99885,1.78145,0.83246,0.00593,0.54812,0.72084,0.65487,0.6899,0.50131,0.6568,0.58778,0.57072,0.3415,1.12781,2.64322,1.38498,0.01158,0,0.00236798,0.000789327,0.00236798,0.000789327,0.00236798,0.000789327,0.00236798,0.000789327
251,22867.9,0.99642,1.78017,0.82819,0.00593,0.53792,0.72241,0.65347,0.68948,0.50139,0.6578,0.59,0.57057,0.34113,1.12519,2.64895,1.38844,0.01156,0,0.00228952,0.000763174,0.00228952,0.000763174,0.00228952,0.000763174,0.00228952,0.000763174
252,22959.2,1.01139,1.76995,0.84034,0.00601,0.5578,0.72113,0.65759,0.68987,0.5017,0.65719,0.59121,0.5724,0.34175,1.12538,2.65067,1.38701,0.01152,0,0.00221247,0.000737492,0.00221247,0.000737492,0.00221247,0.000737492,0.00221247,0.000737492
253,23050.6,1.00764,1.81003,0.8446,0.00592,0.54083,0.72454,0.65638,0.68967,0.50173,0.65585,0.59228,0.57112,0.34113,1.12608,2.63995,1.38761,0.0116,0,0.00213685,0.000712282,0.00213685,0.000712282,0.00213685,0.000712282,0.00213685,0.000712282
254,23142.2,0.99255,1.75587,0.82549,0.00585,0.54622,0.72542,0.65792,0.69019,0.50169,0.65766,0.59022,0.57098,0.3415,1.124,2.6512,1.38927,0.01151,0,0.00206264,0.000687548,0.00206264,0.000687548,0.00206264,0.000687548,0.00206264,0.000687548
255,23233.4,1.00128,1.77556,0.83677,0.00597,0.56001,0.72511,0.6556,0.68996,0.502,0.65566,0.58976,0.57003,0.34108,1.12312,2.6483,1.38783,0.01154,0,0.00198988,0.000663292,0.00198988,0.000663292,0.00198988,0.000663292,0.00198988,0.000663292
256,23325.1,1.00191,1.78568,0.82094,0.00578,0.55234,0.72506,0.65695,0.68977,0.50168,0.66101,0.58976,0.57066,0.34142,1.12526,2.64328,1.3845,0.01156,0,0.00191855,0.000639518,0.00191855,0.000639518,0.00191855,0.000639518,0.00191855,0.000639518
257,23416.2,0.99436,1.77085,0.82675,0.00592,0.5644,0.72712,0.6544,0.68926,0.50147,0.66356,0.58497,0.56916,0.34085,1.12463,2.64798,1.38849,0.01154,0,0.00184868,0.000616227,0.00184868,0.000616227,0.00184868,0.000616227,0.00184868,0.000616227
258,23507.2,0.99086,1.78086,0.82181,0.00591,0.53871,0.72882,0.65563,0.68904,0.50162,0.66266,0.58679,0.56896,0.3404,1.12493,2.64237,1.38392,0.01156,0,0.00178027,0.000593422,0.00178027,0.000593422,0.00178027,0.000593422,0.00178027,0.000593422
259,23598.8,0.99025,1.78409,0.83423,0.00591,0.56066,0.73509,0.64872,0.68929,0.50214,0.66404,0.5857,0.56965,0.3405,1.12337,2.63556,1.38538,0.01152,0,0.00171332,0.000571106,0.00171332,0.000571106,0.00171332,0.000571106,0.00171332,0.000571106
260,23690.4,0.99904,1.78802,0.81935,0.0058,0.54163,0.73042,0.65593,0.68934,0.50245,0.66134,0.58584,0.56862,0.3406,1.12512,2.63073,1.38144,0.01152,0,0.00164784,0.000549281,0.00164784,0.000549281,0.00164784,0.000549281,0.00164784,0.000549281
261,23781.7,0.9958,1.77575,0.82419,0.00588,0.54797,0.72954,0.6569,0.68976,0.50238,0.66278,0.58647,0.56866,0.34058,1.12264,2.63266,1.38402,0.0115,0,0.00158385,0.00052795,0.00158385,0.00052795,0.00158385,0.00052795,0.00158385,0.00052795
262,23873.2,0.99741,1.76886,0.82825,0.00584,0.54776,0.73016,0.6539,0.6899,0.5026,0.66244,0.58664,0.56993,0.34115,1.12623,2.63254,1.38279,0.01155,0,0.00152134,0.000507115,0.00152134,0.000507115,0.00152134,0.000507115,0.00152134,0.000507115
263,23964.9,1.00161,1.77995,0.83196,0.00581,0.53951,0.7309,0.65388,0.69007,0.50294,0.66121,0.58858,0.56969,0.34177,1.12897,2.64638,1.37239,0.01161,0,0.00146033,0.000486777,0.00146033,0.000486777,0.00146033,0.000486777,0.00146033,0.000486777
264,24056.3,1.00821,1.79435,0.83689,0.006,0.55785,0.73009,0.6548,0.69022,0.50305,0.66132,0.58826,0.56973,0.34129,1.12626,2.65026,1.38004,0.01155,0,0.00140082,0.000466941,0.00140082,0.000466941,0.00140082,0.000466941,0.00140082,0.000466941
