epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
83,7562.02,1.22931,2.25405,1.15244,0.00834,0.89119,0.73681,0.60988,0.68045,0.47505,0.68074,0.55517,0.58093,0.34164,1.18982,2.39846,1.28942,0.01282,0,0.0248533,0.00828443,0.0248533,0.00828443,0.0248533,0.00828443,0.0248533,0.00828443
84,7653.23,1.21481,2.22284,1.1409,0.00813,0.85225,0.69362,0.65019,0.67403,0.46662,0.64295,0.58759,0.56713,0.32565,1.19946,2.46478,1.33543,0.0131,0,0.024735,0.00824502,0.024735,0.00824502,0.024735,0.00824502,0.024735,0.00824502
85,7744.49,1.21197,2.16839,1.12092,0.0079,0.85127,0.7045,0.64228,0.68079,0.47925,0.64653,0.59072,0.57023,0.32957,1.17894,2.39915,1.32951,0.0126,0,0.0246157,0.00820525,0.0246157,0.00820525,0.0246157,0.00820525,0.0246157,0.00820525
86,7835.91,1.21214,2.19309,1.11714,0.00794,0.82825,0.69592,0.64635,0.68296,0.4828,0.6487,0.58642,0.57879,0.33943,1.18896,2.45035,1.3053,0.01292,0,0.0244954,0.00816514,0.0244954,0.00816514,0.0244954,0.00816514,0.0244954,0.00816514
87,7926.59,1.20485,2.18245,1.11626,0.00791,0.83793,0.71507,0.61786,0.67707,0.48416,0.63176,0.59078,0.57858,0.34669,1.17718,2.34792,1.27603,0.01258,0,0.024374,0.00812468,0.024374,0.00812468,0.024374,0.00812468,0.024374,0.00812468
88,8016.98,1.21347,2.18588,1.13394,0.00787,0.83618,0.70645,0.64022,0.67762,0.47934,0.62053,0.60104,0.58384,0.34561,1.1837,2.44388,1.2905,0.0126,0,0.0242517,0.00808389,0.0242517,0.00808389,0.0242517,0.00808389,0.0242517,0.00808389
89,8108.48,1.21511,2.19576,1.12244,0.00794,0.81372,0.72934,0.63167,0.68831,0.48303,0.66554,0.57282,0.57848,0.33774,1.18908,2.44276,1.2922,0.0129,0,0.0241283,0.00804277,0.0241283,0.00804277,0.0241283,0.00804277,0.0241283,0.00804277
90,8199.64,1.20884,2.18849,1.13202,0.00807,0.85827,0.73061,0.63356,0.68532,0.47572,0.66872,0.55712,0.56235,0.33169,1.20302,2.42259,1.30055,0.01274,0,0.0240039,0.00800131,0.0240039,0.00800131,0.0240039,0.00800131,0.0240039,0.00800131
91,8291.16,1.21094,2.17974,1.11367,0.00799,0.83677,0.69945,0.65742,0.69164,0.48292,0.63879,0.58623,0.58396,0.34692,1.17051,2.3775,1.28971,0.01213,0,0.0238786,0.00795954,0.0238786,0.00795954,0.0238786,0.00795954,0.0238786,0.00795954
92,8382.76,1.19922,2.17329,1.11937,0.00792,0.82178,0.70115,0.64548,0.68279,0.47881,0.62655,0.60606,0.57852,0.33517,1.18707,2.37988,1.3131,0.01246,0,0.0237523,0.00791744,0.0237523,0.00791744,0.0237523,0.00791744,0.0237523,0.00791744
93,8473.79,1.19982,2.15353,1.09746,0.00797,0.81945,0.7144,0.63115,0.6749,0.47195,0.673,0.57032,0.5797,0.33652,1.18547,2.3789,1.31617,0.01263,0,0.0236251,0.00787503,0.0236251,0.00787503,0.0236251,0.00787503,0.0236251,0.00787503
94,8564.97,1.19355,2.14396,1.08794,0.00791,0.81357,0.69575,0.65375,0.69221,0.48765,0.64062,0.60679,0.59306,0.35189,1.1812,2.29209,1.2656,0.01233,0,0.0234969,0.00783231,0.0234969,0.00783231,0.0234969,0.00783231,0.0234969,0.00783231
95,8655.22,1.18238,2.13135,1.08378,0.00773,0.81245,0.71629,0.64977,0.69621,0.49224,0.65813,0.58551,0.58731,0.35077,1.16311,2.34647,1.27051,0.01218,0,0.0233679,0.00778929,0.0233679,0.00778929,0.0233679,0.00778929,0.0233679,0.00778929
96,8746.55,1.20211,2.1248,1.09114,0.00767,0.82236,0.72444,0.63243,0.6938,0.48818,0.66327,0.58991,0.59508,0.3455,1.16505,2.35297,1.28082,0.01242,0,0.0232379,0.00774596,0.0232379,0.00774596,0.0232379,0.00774596,0.0232379,0.00774596
97,8837.25,1.19766,2.14041,1.09029,0.00769,0.82722,0.71948,0.65201,0.69534,0.48471,0.65667,0.59269,0.59079,0.35378,1.17064,2.40878,1.29199,0.01252,0,0.023107,0.00770234,0.023107,0.00770234,0.023107,0.00770234,0.023107,0.00770234
98,8928.55,1.19322,2.16281,1.09895,0.00792,0.80166,0.72643,0.63683,0.68342,0.4768,0.65589,0.57521,0.57047,0.33972,1.16833,2.38029,1.29618,0.01256,0,0.0229753,0.00765843,0.0229753,0.00765843,0.0229753,0.00765843,0.0229753,0.00765843
99,9020,1.20548,2.17415,1.10686,0.00794,0.8285,0.7183,0.63741,0.69657,0.49089,0.67815,0.56935,0.58226,0.34766,1.17173,2.38281,1.24202,0.01258,0,0.0228427,0.00761423,0.0228427,0.00761423,0.0228427,0.00761423,0.0228427,0.00761423
100,9110.91,1.18715,2.16616,1.09548,0.00786,0.82232,0.73254,0.63733,0.69716,0.48968,0.67745,0.56393,0.58563,0.34797,1.17056,2.3782,1.26596,0.01234,0,0.0227093,0.00756976,0.0227093,0.00756976,0.0227093,0.00756976,0.0227093,0.00756976
101,9202.35,1.18688,2.16263,1.09501,0.00781,0.82066,0.69985,0.65323,0.68836,0.48568,0.64602,0.58696,0.57217,0.34041,1.17296,2.40078,1.27557,0.01259,0,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
102,9293.24,1.19361,2.13031,1.08586,0.0078,0.80059,0.69407,0.64928,0.6897,0.48323,0.6439,0.57472,0.57602,0.33488,1.17858,2.38817,1.29794,0.01239,0,0.0224399,0.00747997,0.0224399,0.00747997,0.0224399,0.00747997,0.0224399,0.00747997
103,9383.92,1.17263,2.10907,1.06761,0.00749,0.76366,0.68844,0.65056,0.68802,0.48937,0.61976,0.60674,0.5822,0.34489,1.15691,2.42476,1.31042,0.01211,0,0.022304,0.00743468,0.022304,0.00743468,0.022304,0.00743468,0.022304,0.00743468
104,9474.64,1.18012,2.11572,1.08165,0.00779,0.80315,0.71924,0.62371,0.68772,0.49035,0.6723,0.57404,0.59077,0.34986,1.16431,2.38203,1.31038,0.01232,0,0.0221674,0.00738913,0.0221674,0.00738913,0.0221674,0.00738913,0.0221674,0.00738913
105,9565.52,1.17991,2.13714,1.08222,0.00787,0.80819,0.70846,0.63271,0.68311,0.48634,0.62019,0.58406,0.56761,0.33582,1.17138,2.37075,1.291,0.01256,0,0.0220299,0.00734332,0.0220299,0.00734332,0.0220299,0.00734332,0.0220299,0.00734332
106,9657.03,1.19779,2.13187,1.08622,0.00775,0.79429,0.71093,0.64385,0.67646,0.47824,0.64892,0.56911,0.55811,0.32185,1.17251,2.39765,1.2874,0.01242,0,0.0218918,0.00729725,0.0218918,0.00729725,0.0218918,0.00729725,0.0218918,0.00729725
107,9747.72,1.16504,2.07548,1.05411,0.00759,0.77429,0.70634,0.64206,0.68014,0.48409,0.64762,0.58097,0.5695,0.33985,1.15941,2.43634,1.29474,0.01236,0,0.0217528,0.00725094,0.0217528,0.00725094,0.0217528,0.00725094,0.0217528,0.00725094
108,9838.27,1.18625,2.12738,1.07738,0.00768,0.79152,0.68833,0.64137,0.68174,0.47807,0.65968,0.57213,0.57354,0.3372,1.15331,2.40661,1.29478,0.01226,0,0.0216132,0.00720439,0.0216132,0.00720439,0.0216132,0.00720439,0.0216132,0.00720439
109,9928.4,1.17961,2.14319,1.07024,0.00776,0.79033,0.69185,0.64983,0.68091,0.48684,0.61928,0.60183,0.57049,0.3317,1.14879,2.47302,1.30194,0.01206,0,0.0214728,0.00715761,0.0214728,0.00715761,0.0214728,0.00715761,0.0214728,0.00715761
110,10018.8,1.16614,2.08838,1.05698,0.00758,0.76335,0.72169,0.64196,0.68837,0.49382,0.6578,0.58586,0.57892,0.33516,1.14536,2.4287,1.29571,0.01193,0,0.0213318,0.00711059,0.0213318,0.00711059,0.0213318,0.00711059,0.0213318,0.00711059
111,10108.9,1.18848,2.11765,1.08011,0.00775,0.79632,0.72397,0.63707,0.68236,0.48874,0.6634,0.58169,0.59034,0.33868,1.1566,2.45412,1.28368,0.012,0,0.02119,0.00706335,0.02119,0.00706335,0.02119,0.00706335,0.02119,0.00706335
112,10199.1,1.18002,2.11685,1.07056,0.00761,0.77329,0.68634,0.65932,0.68485,0.49033,0.63414,0.60859,0.59136,0.34325,1.14382,2.43964,1.29477,0.01191,0,0.0210476,0.00701588,0.0210476,0.00701588,0.0210476,0.00701588,0.0210476,0.00701588
113,10290,1.1754,2.07994,1.06148,0.0075,0.74671,0.7196,0.63131,0.68773,0.4934,0.68791,0.57303,0.58893,0.33897,1.14439,2.38561,1.28185,0.01194,0,0.0209046,0.0069682,0.0209046,0.0069682,0.0209046,0.0069682,0.0209046,0.0069682
114,10380.5,1.17593,2.10055,1.05791,0.00766,0.76823,0.71282,0.64379,0.68877,0.4894,0.666,0.59005,0.58656,0.33836,1.15202,2.41265,1.28422,0.01216,0,0.0207609,0.00692031,0.0207609,0.00692031,0.0207609,0.00692031,0.0207609,0.00692031
115,10470.9,1.17395,2.11267,1.0594,0.00749,0.78293,0.67732,0.67319,0.68608,0.49127,0.69603,0.56655,0.58371,0.34007,1.13354,2.41702,1.30813,0.01193,0,0.0206166,0.00687222,0.0206166,0.00687222,0.0206166,0.00687222,0.0206166,0.00687222
116,10561.5,1.17418,2.08876,1.05055,0.00747,0.76664,0.72842,0.64474,0.68529,0.48679,0.67395,0.58057,0.57407,0.3366,1.13962,2.43568,1.29988,0.01188,0,0.0204718,0.00682392,0.0204718,0.00682392,0.0204718,0.00682392,0.0204718,0.00682392
117,10652,1.16989,2.10111,1.0579,0.00751,0.75012,0.71639,0.65338,0.68461,0.49466,0.65664,0.59044,0.56973,0.33213,1.14831,2.43089,1.30131,0.01202,0,0.0203263,0.00677543,0.0203263,0.00677543,0.0203263,0.00677543,0.0203263,0.00677543
118,10742.3,1.16348,2.12015,1.06624,0.00766,0.77605,0.73226,0.65531,0.69303,0.49305,0.68549,0.57477,0.58193,0.33761,1.14426,2.44487,1.27864,0.01209,0,0.0201803,0.00672675,0.0201803,0.00672675,0.0201803,0.00672675,0.0201803,0.00672675
119,10833,1.15903,2.06812,1.0543,0.00755,0.77195,0.73465,0.64751,0.68639,0.49072,0.68601,0.58457,0.58252,0.33992,1.15533,2.43848,1.30067,0.01223,0,0.0200337,0.00667789,0.0200337,0.00667789,0.0200337,0.00667789,0.0200337,0.00667789
120,10923.6,1.16784,2.11413,1.05936,0.00762,0.7665,0.7116,0.66386,0.69327,0.4948,0.67161,0.59237,0.58005,0.33926,1.14431,2.4013,1.2884,0.01209,0,0.0198865,0.00662885,0.0198865,0.00662885,0.0198865,0.00662885,0.0198865,0.00662885
121,11013.5,1.16864,2.0736,1.05038,0.00753,0.75684,0.7109,0.65389,0.69153,0.49609,0.6556,0.60181,0.58317,0.34161,1.14126,2.42685,1.29702,0.01179,0,0.0197389,0.00657963,0.0197389,0.00657963,0.0197389,0.00657963,0.0197389,0.00657963
122,11103.8,1.1639,2.11895,1.06059,0.00753,0.76879,0.73099,0.65451,0.69649,0.49724,0.66876,0.58763,0.58111,0.34081,1.15568,2.43999,1.28282,0.01196,0,0.0195908,0.00653025,0.0195908,0.00653025,0.0195908,0.00653025,0.0195908,0.00653025
123,11194.2,1.14551,2.07645,1.04598,0.00762,0.74831,0.71944,0.65501,0.69616,0.50056,0.67351,0.58869,0.59165,0.34559,1.14231,2.43187,1.28123,0.01185,0,0.0194421,0.00648071,0.0194421,0.00648071,0.0194421,0.00648071,0.0194421,0.00648071
124,11284.7,1.15443,2.08497,1.03304,0.0074,0.74675,0.75119,0.62586,0.68874,0.49149,0.69087,0.56439,0.57933,0.33779,1.14487,2.45068,1.30782,0.01192,0,0.019293,0.00643101,0.019293,0.00643101,0.019293,0.00643101,0.019293,0.00643101
125,11374.9,1.16876,2.08597,1.05377,0.00751,0.77724,0.74708,0.63651,0.69041,0.49441,0.68716,0.58251,0.57909,0.33924,1.14595,2.41342,1.30572,0.01195,0,0.0191435,0.00638115,0.0191435,0.00638115,0.0191435,0.00638115,0.0191435,0.00638115
126,11465,1.15671,2.07077,1.04285,0.00743,0.74659,0.74092,0.64883,0.68871,0.49173,0.66853,0.58978,0.57604,0.34048,1.13239,2.39668,1.32597,0.01165,0,0.0189935,0.00633115,0.0189935,0.00633115,0.0189935,0.00633115,0.0189935,0.00633115
127,11555,1.14916,2.06478,1.02879,0.00732,0.74681,0.74388,0.63886,0.69446,0.49647,0.67582,0.58212,0.57911,0.34389,1.15746,2.40853,1.29796,0.0122,0,0.018843,0.00628101,0.018843,0.00628101,0.018843,0.00628101,0.018843,0.00628101
128,11645.9,1.16121,2.07267,1.03759,0.00746,0.75002,0.74109,0.63402,0.68985,0.48982,0.65963,0.57759,0.57268,0.33711,1.17845,2.4453,1.29502,0.01255,0,0.0186922,0.00623074,0.0186922,0.00623074,0.0186922,0.00623074,0.0186922,0.00623074
129,11736.3,1.15291,2.06285,1.02845,0.00743,0.75246,0.7032,0.65966,0.69031,0.49272,0.6343,0.59537,0.57532,0.33607,1.15926,2.4499,1.31184,0.01204,0,0.018541,0.00618034,0.018541,0.00618034,0.018541,0.00618034,0.018541,0.00618034
130,11827.6,1.14747,2.06521,1.02236,0.00744,0.74539,0.72669,0.65623,0.68997,0.49329,0.66429,0.5807,0.5731,0.33573,1.14738,2.44682,1.30604,0.01196,0,0.0183894,0.00612981,0.0183894,0.00612981,0.0183894,0.00612981,0.0183894,0.00612981
131,11918.5,1.14717,2.03462,1.02124,0.00729,0.72654,0.74704,0.63973,0.692,0.49546,0.66812,0.57283,0.57104,0.33412,1.14908,2.42765,1.32389,0.01198,0,0.0182375,0.00607916,0.0182375,0.00607916,0.0182375,0.00607916,0.0182375,0.00607916
132,12009.7,1.15428,2.06108,1.03192,0.00737,0.74113,0.73331,0.65442,0.69605,0.50009,0.71462,0.5681,0.58293,0.34004,1.15312,2.41165,1.2903,0.01209,0,0.0180852,0.0060284,0.0180852,0.0060284,0.0180852,0.0060284,0.0180852,0.0060284
133,12100.8,1.14661,2.05574,1.02954,0.00745,0.74102,0.7383,0.65495,0.6951,0.4991,0.68746,0.58265,0.58739,0.34363,1.16165,2.42569,1.29004,0.01233,0,0.0179326,0.00597754,0.0179326,0.00597754,0.0179326,0.00597754,0.0179326,0.00597754
134,12192.1,1.16208,2.07204,1.0326,0.00734,0.76609,0.72564,0.64884,0.69217,0.50066,0.67054,0.5873,0.58327,0.34209,1.14199,2.46411,1.28191,0.01187,0,0.0177797,0.00592657,0.0177797,0.00592657,0.0177797,0.00592657,0.0177797,0.00592657
135,12283.4,1.14815,2.04046,1.01841,0.00725,0.75321,0.73257,0.64611,0.68906,0.49477,0.67282,0.59151,0.58351,0.34084,1.14896,2.44975,1.30052,0.01194,0,0.0176265,0.00587551,0.0176265,0.00587551,0.0176265,0.00587551,0.0176265,0.00587551
136,12375.2,1.15425,2.04587,1.02208,0.00719,0.74916,0.72777,0.65771,0.69362,0.49755,0.66443,0.60358,0.58852,0.34664,1.14463,2.4519,1.30954,0.01192,0,0.0174731,0.00582435,0.0174731,0.00582435,0.0174731,0.00582435,0.0174731,0.00582435
137,12467.6,1.15609,2.05759,1.02727,0.00725,0.73505,0.7375,0.64393,0.69096,0.49368,0.66015,0.59798,0.58597,0.34419,1.13609,2.45249,1.31575,0.01172,0,0.0173193,0.00577311,0.0173193,0.00577311,0.0173193,0.00577311,0.0173193,0.00577311
138,12558.8,1.14264,2.0835,1.02905,0.00722,0.74161,0.72729,0.64986,0.69135,0.4949,0.66999,0.59122,0.58618,0.34136,1.13762,2.45694,1.32134,0.01173,0,0.0171654,0.00572179,0.0171654,0.00572179,0.0171654,0.00572179,0.0171654,0.00572179
139,12650,1.13518,2.06303,1.00168,0.00735,0.71044,0.71248,0.65264,0.6917,0.49619,0.65637,0.60268,0.5872,0.34197,1.13089,2.484,1.33084,0.01162,0,0.0170112,0.0056704,0.0170112,0.0056704,0.0170112,0.0056704,0.0170112,0.0056704
140,12741.4,1.15028,2.04403,1.01627,0.00726,0.71979,0.70673,0.66609,0.69298,0.49799,0.66249,0.60307,0.58959,0.34463,1.13399,2.45903,1.33015,0.01171,0,0.0168568,0.00561894,0.0168568,0.00561894,0.0168568,0.00561894,0.0168568,0.00561894
141,12832.7,1.14495,2.05406,1.02567,0.00726,0.74269,0.72185,0.66667,0.69732,0.50054,0.65621,0.60623,0.58488,0.342,1.13426,2.4604,1.31438,0.01182,0,0.0167022,0.00556742,0.0167022,0.00556742,0.0167022,0.00556742,0.0167022,0.00556742
142,12923.9,1.1332,2.0179,1.00153,0.00728,0.70677,0.71669,0.66657,0.69621,0.4982,0.65235,0.60362,0.58185,0.34206,1.12809,2.46979,1.30387,0.01176,0,0.0165475,0.00551584,0.0165475,0.00551584,0.0165475,0.00551584,0.0165475,0.00551584
143,13014.9,1.12047,2.02201,0.99045,0.00718,0.71664,0.71786,0.65197,0.69322,0.49813,0.69758,0.56467,0.58039,0.3417,1.12246,2.48197,1.3307,0.01171,0,0.0163926,0.00546421,0.0163926,0.00546421,0.0163926,0.00546421,0.0163926,0.00546421
144,13106.2,1.13795,2.03047,0.99878,0.00714,0.72292,0.72881,0.6525,0.69227,0.49769,0.70938,0.56943,0.58658,0.34194,1.12685,2.48458,1.32757,0.01176,0,0.0162376,0.00541253,0.0162376,0.00541253,0.0162376,0.00541253,0.0162376,0.00541253
145,13197.4,1.1287,2.00797,1.00417,0.00726,0.7264,0.72512,0.64906,0.69162,0.49702,0.66677,0.58647,0.5891,0.34307,1.12302,2.48229,1.32418,0.01156,0,0.0160824,0.00536081,0.0160824,0.00536081,0.0160824,0.00536081,0.0160824,0.00536081
146,13288.8,1.12964,1.98779,0.98734,0.00711,0.70019,0.72396,0.6613,0.69244,0.49792,0.661,0.59669,0.57976,0.34174,1.12728,2.52224,1.31874,0.01162,0,0.0159272,0.00530906,0.0159272,0.00530906,0.0159272,0.00530906,0.0159272,0.00530906
147,13379.8,1.13026,2.00617,0.98899,0.0071,0.70597,0.70374,0.66428,0.69186,0.49598,0.69865,0.56829,0.5796,0.34073,1.12828,2.53633,1.31246,0.01162,0,0.0157719,0.00525728,0.0157719,0.00525728,0.0157719,0.00525728,0.0157719,0.00525728
148,13470.6,1.13248,2.02566,1.00601,0.00719,0.71524,0.71666,0.65414,0.69021,0.4967,0.67804,0.57473,0.57867,0.34135,1.13672,2.53826,1.31171,0.01168,0,0.0156164,0.00520548,0.0156164,0.00520548,0.0156164,0.00520548,0.0156164,0.00520548
149,13562.1,1.12578,2.01842,0.99123,0.00714,0.69474,0.72383,0.63838,0.68414,0.49498,0.68752,0.55837,0.57609,0.34773,1.13292,2.53661,1.32251,0.01164,0,0.015461,0.00515366,0.015461,0.00515366,0.015461,0.00515366,0.015461,0.00515366
150,13653.6,1.11992,2.00412,0.98607,0.00709,0.69238,0.72894,0.64268,0.68942,0.49793,0.65811,0.58081,0.57775,0.34665,1.14096,2.51997,1.31263,0.01186,0,0.0153055,0.00510184,0.0153055,0.00510184,0.0153055,0.00510184,0.0153055,0.00510184
151,13744.8,1.12795,2.0196,0.98628,0.00699,0.69536,0.69471,0.66125,0.68576,0.495,0.62986,0.6007,0.57495,0.34251,1.12571,2.49083,1.33402,0.01154,0,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
152,13835.5,1.11097,2.01035,0.9821,0.00714,0.68414,0.74408,0.62686,0.68785,0.49373,0.67753,0.56785,0.57206,0.33848,1.12815,2.46229,1.32426,0.01164,0,0.0149945,0.00499816,0.0149945,0.00499816,0.0149945,0.00499816,0.0149945,0.00499816
153,13926.7,1.12758,2.00071,0.98802,0.007,0.69749,0.72961,0.64079,0.68394,0.4919,0.65739,0.58052,0.566,0.33468,1.13111,2.47765,1.33582,0.01164,0,0.014839,0.00494634,0.014839,0.00494634,0.014839,0.00494634,0.014839,0.00494634
154,14017.8,1.11446,1.98232,0.97886,0.00708,0.68774,0.7143,0.64563,0.68685,0.49732,0.65816,0.57913,0.57013,0.33439,1.13258,2.47736,1.32846,0.01168,0,0.0146836,0.00489452,0.0146836,0.00489452,0.0146836,0.00489452,0.0146836,0.00489452
155,14108.7,1.1124,2.01264,0.98764,0.00703,0.69217,0.73258,0.63505,0.68575,0.49533,0.67019,0.57398,0.5706,0.33686,1.1294,2.488,1.33433,0.01153,0,0.0145281,0.00484272,0.0145281,0.00484272,0.0145281,0.00484272,0.0145281,0.00484272
156,14199.3,1.11371,2.00727,0.98623,0.00712,0.71106,0.70932,0.66333,0.68906,0.49478,0.67499,0.57762,0.57241,0.33807,1.14001,2.47959,1.31705,0.01181,0,0.0143728,0.00479094,0.0143728,0.00479094,0.0143728,0.00479094,0.0143728,0.00479094
157,14290.1,1.1039,1.95957,0.96131,0.00697,0.67939,0.75015,0.63756,0.69147,0.49791,0.67041,0.58654,0.57497,0.3378,1.13317,2.46795,1.31482,0.01184,0,0.0142176,0.00473919,0.0142176,0.00473919,0.0142176,0.00473919,0.0142176,0.00473919
158,14381.4,1.11833,1.9679,0.96727,0.00688,0.68228,0.74558,0.64116,0.6943,0.49942,0.67686,0.5756,0.57749,0.34416,1.13658,2.47422,1.30378,0.01188,0,0.0140624,0.00468747,0.0140624,0.00468747,0.0140624,0.00468747,0.0140624,0.00468747
159,14472.6,1.11102,1.9404,0.95467,0.00681,0.66511,0.72909,0.6471,0.69054,0.49766,0.66096,0.58459,0.57579,0.34369,1.13356,2.463,1.30666,0.01181,0,0.0139074,0.00463579,0.0139074,0.00463579,0.0139074,0.00463579,0.0139074,0.00463579
160,14563.8,1.10852,1.99535,0.96861,0.00697,0.68921,0.72188,0.6496,0.69332,0.49972,0.67293,0.57085,0.57503,0.34316,1.13199,2.456,1.30583,0.01174,0,0.0137525,0.00458416,0.0137525,0.00458416,0.0137525,0.00458416,0.0137525,0.00458416
161,14654.9,1.1231,1.99766,0.97905,0.00701,0.69011,0.7171,0.6584,0.69088,0.49735,0.65904,0.57728,0.57344,0.34302,1.13189,2.46877,1.31145,0.01177,0,0.0135978,0.00453258,0.0135978,0.00453258,0.0135978,0.00453258,0.0135978,0.00453258
162,14746.1,1.1073,1.95686,0.96965,0.00693,0.6849,0.7357,0.6481,0.69072,0.49578,0.66015,0.58106,0.57796,0.34348,1.13536,2.47727,1.30297,0.0118,0,0.0134432,0.00448106,0.0134432,0.00448106,0.0134432,0.00448106,0.0134432,0.00448106
163,14837.5,1.10829,1.95725,0.96447,0.007,0.68517,0.71617,0.65927,0.69249,0.49733,0.65054,0.58773,0.57773,0.34605,1.12654,2.44515,1.30481,0.01165,0,0.0132888,0.0044296,0.0132888,0.0044296,0.0132888,0.0044296,0.0132888,0.0044296
164,14928.5,1.09847,1.95425,0.95966,0.00702,0.67433,0.71681,0.66307,0.69288,0.49851,0.6501,0.59351,0.58264,0.34749,1.12155,2.45938,1.32891,0.01156,0,0.0131346,0.00437821,0.0131346,0.00437821,0.0131346,0.00437821,0.0131346,0.00437821
165,15019.8,1.09306,1.94864,0.95134,0.00686,0.6678,0.72475,0.6617,0.69258,0.49956,0.64638,0.58816,0.58186,0.34716,1.12593,2.49193,1.32396,0.01159,0,0.0129807,0.00432689,0.0129807,0.00432689,0.0129807,0.00432689,0.0129807,0.00432689
166,15110.9,1.09787,1.98376,0.96904,0.0069,0.67983,0.71663,0.66253,0.68981,0.49812,0.63791,0.59099,0.57387,0.34519,1.11678,2.51302,1.324,0.0115,0,0.0128269,0.00427565,0.0128269,0.00427565,0.0128269,0.00427565,0.0128269,0.00427565
167,15202.4,1.10043,1.93238,0.93813,0.0067,0.64853,0.71897,0.65405,0.68886,0.49683,0.64947,0.59242,0.57744,0.34561,1.11967,2.50861,1.33786,0.01154,0,0.0126735,0.00422449,0.0126735,0.00422449,0.0126735,0.00422449,0.0126735,0.00422449
168,15294.4,1.10859,1.98859,0.9643,0.00686,0.65883,0.71365,0.65593,0.69102,0.49823,0.66085,0.58903,0.57961,0.34498,1.11618,2.51487,1.33767,0.0115,0,0.0125203,0.00417343,0.0125203,0.00417343,0.0125203,0.00417343,0.0125203,0.00417343
169,15385.5,1.08614,1.96121,0.95993,0.00683,0.66831,0.71301,0.66038,0.69286,0.50036,0.65506,0.59367,0.58046,0.34423,1.11605,2.52626,1.34134,0.01141,0,0.0123674,0.00412246,0.0123674,0.00412246,0.0123674,0.00412246,0.0123674,0.00412246
170,15476.5,1.10414,1.94046,0.94199,0.00672,0.65569,0.71464,0.65642,0.68866,0.49757,0.66122,0.58382,0.58266,0.3445,1.1224,2.53247,1.34197,0.01147,0,0.0122148,0.0040716,0.0122148,0.0040716,0.0122148,0.0040716,0.0122148,0.0040716
171,15567.3,1.09949,1.93299,0.94648,0.00675,0.64787,0.72152,0.65591,0.68682,0.49916,0.66942,0.57965,0.57896,0.34433,1.11922,2.53783,1.34825,0.01147,0,0.0120625,0.00402084,0.0120625,0.00402084,0.0120625,0.00402084,0.0120625,0.00402084
172,15658.2,1.08201,1.94361,0.94373,0.00675,0.67099,0.71611,0.65696,0.68448,0.49615,0.67156,0.58652,0.58083,0.34262,1.11935,2.53873,1.34324,0.01152,0,0.0119106,0.00397019,0.0119106,0.00397019,0.0119106,0.00397019,0.0119106,0.00397019
173,15749.7,1.08867,1.94852,0.94814,0.00675,0.63415,0.70785,0.66478,0.68848,0.49803,0.6813,0.58415,0.58356,0.34433,1.11712,2.54973,1.36161,0.01147,0,0.011759,0.00391966,0.011759,0.00391966,0.011759,0.00391966,0.011759,0.00391966
174,15841.2,1.10829,1.96544,0.95252,0.00679,0.66881,0.71062,0.65796,0.69008,0.49919,0.67946,0.58304,0.58053,0.34302,1.11154,2.55366,1.3665,0.01145,0,0.0116078,0.00386926,0.0116078,0.00386926,0.0116078,0.00386926,0.0116078,0.00386926
175,15932.5,1.10608,1.94068,0.94961,0.00673,0.64704,0.77255,0.61335,0.69245,0.50078,0.7063,0.56246,0.57835,0.34262,1.11772,2.54679,1.35936,0.01156,0,0.011457,0.00381899,0.011457,0.00381899,0.011457,0.00381899,0.011457,0.00381899
176,16023.8,1.09541,1.94607,0.94713,0.00682,0.64931,0.7204,0.65115,0.68788,0.49691,0.67686,0.58314,0.57913,0.3438,1.11853,2.5423,1.3631,0.01163,0,0.0113065,0.00376885,0.0113065,0.00376885,0.0113065,0.00376885,0.0113065,0.00376885
177,16115.1,1.09765,1.93745,0.9309,0.00663,0.63959,0.73015,0.64491,0.68719,0.49545,0.66633,0.5841,0.57331,0.34192,1.11917,2.55954,1.36165,0.01155,0,0.0111565,0.00371885,0.0111565,0.00371885,0.0111565,0.00371885,0.0111565,0.00371885
178,16206.2,1.07844,1.90925,0.92726,0.00659,0.63105,0.71278,0.65257,0.68897,0.49876,0.66122,0.58408,0.57643,0.34365,1.12258,2.58244,1.36164,0.01159,0,0.011007,0.00366899,0.011007,0.00366899,0.011007,0.00366899,0.011007,0.00366899
179,16296.8,1.099,1.93774,0.93532,0.00663,0.63902,0.71572,0.65313,0.68756,0.49888,0.67551,0.57506,0.57454,0.3432,1.12181,2.57989,1.35508,0.01154,0,0.0108579,0.00361929,0.0108579,0.00361929,0.0108579,0.00361929,0.0108579,0.00361929
