epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
119,3584.01,1.16129,1.93045,1.04139,0.00731,0.69578,0.6566,0.61459,0.63055,0.4174,0.5865,0.55432,0.51437,0.28052,1.34494,2.54862,1.4106,0.01479,0,0.00118015,0.00118015,0.00118015
120,3613.32,1.15441,1.9054,1.02379,0.00732,0.68353,0.66924,0.61364,0.64375,0.4161,0.63372,0.52431,0.52612,0.29127,1.38608,2.47871,1.39823,0.01493,0,0.00117603,0.00117603,0.00117603
121,3644.92,1.16629,1.94177,1.04103,0.00729,0.71421,0.64292,0.62449,0.6392,0.41494,0.60389,0.55578,0.53176,0.29102,1.37008,2.41657,1.41303,0.01478,0,0.0011719,0.0011719,0.0011719
122,3675.18,1.18073,1.8813,1.01864,0.00726,0.68815,0.67891,0.58565,0.61763,0.40945,0.603,0.52509,0.4951,0.27458,1.33342,2.5377,1.44998,0.01404,0,0.00116778,0.00116778,0.00116778
123,3704.62,1.14389,1.8796,0.98831,0.0072,0.67418,0.66834,0.58546,0.62251,0.39482,0.60788,0.54945,0.51124,0.28469,1.38834,2.53149,1.40591,0.01541,0,0.00116365,0.00116365,0.00116365
124,3735.55,1.14457,1.8492,0.99794,0.00723,0.68723,0.71302,0.57711,0.63983,0.41705,0.64779,0.52249,0.52308,0.28761,1.36973,2.5188,1.41504,0.01471,0,0.00115952,0.00115952,0.00115952
125,3764.9,1.13204,1.91907,0.99779,0.00735,0.69697,0.71109,0.57741,0.61846,0.40565,0.67535,0.53734,0.53018,0.29568,1.36464,2.56522,1.50529,0.01447,0,0.0011554,0.0011554,0.0011554
126,3795,1.1078,1.87556,1.00575,0.00751,0.68483,0.65964,0.61778,0.64186,0.41743,0.58242,0.56165,0.50886,0.27833,1.35665,2.39905,1.3981,0.01463,0,0.00115127,0.00115127,0.00115127
127,3825.21,1.18714,1.91094,1.03129,0.00731,0.72132,0.65466,0.61433,0.62237,0.40631,0.62443,0.54656,0.52948,0.28422,1.37373,2.45335,1.41112,0.01475,0,0.00114715,0.00114715,0.00114715
128,3853.84,1.1248,1.86981,1.00729,0.00718,0.67462,0.67892,0.59232,0.63096,0.42145,0.60238,0.5179,0.50174,0.27195,1.33287,2.48816,1.41916,0.01388,0,0.00114302,0.00114302,0.00114302
129,3881.95,1.14807,1.85283,1.0005,0.00726,0.67569,0.6336,0.60964,0.62933,0.41621,0.57965,0.55054,0.51839,0.28384,1.32778,2.51346,1.42964,0.01378,0,0.00113889,0.00113889,0.00113889
130,3912.41,1.16085,1.84758,1.00599,0.00694,0.67869,0.65234,0.60898,0.63324,0.42253,0.59236,0.55479,0.50889,0.2724,1.35705,2.43384,1.42731,0.01422,0,0.00113477,0.00113477,0.00113477
131,3942.28,1.10339,1.82057,0.99461,0.00695,0.67874,0.67906,0.59454,0.64005,0.42445,0.60545,0.56499,0.53879,0.29698,1.3291,2.55965,1.45482,0.01438,0,0.00113064,0.00113064,0.00113064
132,3971.89,1.12339,1.87798,0.99397,0.00707,0.69092,0.69494,0.59842,0.63309,0.4103,0.62975,0.54698,0.52611,0.28905,1.38113,2.47913,1.44227,0.01478,0,0.00112652,0.00112652,0.00112652
133,4001.74,1.13119,1.82972,0.99721,0.0071,0.66943,0.65209,0.62629,0.63783,0.41431,0.56796,0.55086,0.506,0.27434,1.34926,2.47209,1.40874,0.0147,0,0.00112239,0.00112239,0.00112239
134,4031.55,1.09776,1.83192,0.96733,0.00692,0.6533,0.6677,0.60473,0.6249,0.41892,0.58717,0.56651,0.50786,0.28293,1.33657,2.49418,1.42833,0.01441,0,0.00111827,0.00111827,0.00111827
135,4062.05,1.14417,1.8452,1.0088,0.00684,0.66157,0.71715,0.56454,0.63321,0.42398,0.61024,0.56295,0.51706,0.28114,1.31548,2.57011,1.40834,0.01406,0,0.00111414,0.00111414,0.00111414
136,4091.11,1.13605,1.84582,0.98227,0.00711,0.67289,0.63387,0.60874,0.62961,0.40526,0.57613,0.53979,0.50575,0.27296,1.3317,2.49527,1.43458,0.01419,0,0.00111001,0.00111001,0.00111001
137,4121.21,1.13663,1.85871,0.99818,0.00688,0.67732,0.6882,0.58865,0.62654,0.40724,0.64491,0.52614,0.52346,0.28745,1.37227,2.54985,1.43884,0.01451,0,0.00110589,0.00110589,0.00110589
138,4151.92,1.12222,1.83404,0.99515,0.00677,0.66073,0.68163,0.59647,0.62788,0.41533,0.62316,0.5459,0.5221,0.28236,1.33197,2.55968,1.44785,0.01427,0,0.00110176,0.00110176,0.00110176
139,4180.9,1.12857,1.83837,1.01609,0.0073,0.67665,0.66947,0.60275,0.62197,0.41108,0.59593,0.56526,0.52863,0.2945,1.35458,2.53463,1.45872,0.01452,0,0.00109764,0.00109764,0.00109764
140,4211.88,1.13809,1.86611,0.99996,0.00708,0.68916,0.67265,0.56537,0.61543,0.40712,0.60813,0.52522,0.5175,0.28071,1.36221,2.67427,1.51028,0.01465,0,0.00109351,0.00109351,0.00109351
141,4241.8,1.14575,1.83277,0.99053,0.00707,0.65566,0.61348,0.61447,0.60171,0.39998,0.57658,0.56301,0.51193,0.27162,1.34735,2.5338,1.50179,0.01473,0,0.00108938,0.00108938,0.00108938
142,4270.81,1.11506,1.75221,0.95858,0.0068,0.65296,0.61793,0.61467,0.62524,0.41683,0.65764,0.54096,0.54932,0.30452,1.32111,2.5995,1.45038,0.01454,0,0.00108526,0.00108526,0.00108526
143,4300.17,1.1078,1.86986,0.97896,0.0068,0.67568,0.66894,0.59074,0.61301,0.40963,0.58256,0.54326,0.5045,0.2744,1.30966,2.51583,1.45125,0.0145,0,0.00108113,0.00108113,0.00108113
144,4329.96,1.11274,1.88339,0.98147,0.00744,0.68925,0.65685,0.61971,0.62602,0.41673,0.57624,0.55702,0.51337,0.28519,1.32826,2.5986,1.41881,0.01416,0,0.00107701,0.00107701,0.00107701
145,4360.42,1.13423,1.79706,0.97423,0.00712,0.6449,0.70033,0.58387,0.63281,0.41988,0.63343,0.53275,0.52093,0.29079,1.35434,2.55477,1.44318,0.01472,0,0.00107288,0.00107288,0.00107288
146,4389.7,1.13805,1.83571,0.98503,0.00677,0.63919,0.66765,0.61089,0.62526,0.422,0.6238,0.55174,0.53218,0.2892,1.32082,2.5976,1.43841,0.0139,0,0.00106876,0.00106876,0.00106876
147,4419.51,1.0807,1.86845,0.96612,0.00696,0.6462,0.67511,0.62266,0.64567,0.42767,0.61227,0.56722,0.51947,0.28163,1.29512,2.49606,1.40374,0.014,0,0.00106463,0.00106463,0.00106463
148,4449.28,1.09182,1.81976,0.95796,0.00697,0.7057,0.69909,0.60168,0.61884,0.40511,0.62887,0.54165,0.51135,0.27911,1.35127,2.6068,1.46454,0.01465,0,0.0010605,0.0010605,0.0010605
149,4480.16,1.09537,1.82306,0.97125,0.00725,0.64996,0.67724,0.59304,0.62146,0.40642,0.59373,0.54516,0.49842,0.26197,1.31279,2.62864,1.43076,0.01379,0,0.00105638,0.00105638,0.00105638
150,4510.49,1.11684,1.81285,0.95737,0.00664,0.61077,0.7062,0.5581,0.61895,0.41067,0.60043,0.55267,0.52119,0.29039,1.33451,2.52163,1.46035,0.01433,0,0.00105225,0.00105225,0.00105225
151,4540.71,1.10277,1.79473,0.96019,0.00699,0.62117,0.65883,0.59229,0.62609,0.41052,0.63565,0.51803,0.52934,0.28354,1.33805,2.55691,1.47009,0.01466,0,0.00104813,0.00104813,0.00104813
152,4570.96,1.13871,1.80094,0.97245,0.00694,0.63141,0.66596,0.60538,0.62916,0.41845,0.60787,0.55932,0.52874,0.27477,1.34422,2.59097,1.43125,0.01442,0,0.001044,0.001044,0.001044
153,4600.54,1.08502,1.80461,0.95433,0.00692,0.63483,0.69552,0.58875,0.63605,0.42304,0.62129,0.52965,0.49637,0.2689,1.34406,2.45971,1.43722,0.01425,0,0.00103987,0.00103987,0.00103987
154,4629.93,1.08434,1.76253,0.93356,0.00689,0.64871,0.67494,0.60563,0.63252,0.41773,0.59566,0.54091,0.49779,0.27076,1.33939,2.3786,1.4354,0.01428,0,0.00103575,0.00103575,0.00103575
155,4660.32,1.08075,1.81531,0.96243,0.00716,0.64311,0.67714,0.5853,0.62285,0.42261,0.58983,0.56084,0.51098,0.27802,1.32368,2.49232,1.41879,0.01459,0,0.00103162,0.00103162,0.00103162
156,4690.55,1.12865,1.81345,0.97919,0.007,0.63475,0.63632,0.61723,0.6242,0.40299,0.58699,0.55276,0.50138,0.27277,1.33706,2.62414,1.45632,0.01453,0,0.0010275,0.0010275,0.0010275
157,4720.12,1.09664,1.83133,0.94199,0.00677,0.6421,0.67632,0.60137,0.61771,0.41008,0.62071,0.55276,0.53164,0.29548,1.3286,2.67266,1.43922,0.01454,0,0.00102337,0.00102337,0.00102337
158,4750.24,1.11505,1.79574,0.94708,0.00682,0.64681,0.64889,0.60192,0.62834,0.42254,0.59825,0.55368,0.51671,0.2797,1.32748,2.47893,1.45756,0.01413,0,0.00101925,0.00101925,0.00101925
159,4779.12,1.11148,1.79932,0.94934,0.00678,0.67861,0.67982,0.59061,0.61708,0.41469,0.61878,0.53312,0.5232,0.27758,1.31868,2.51002,1.49537,0.01407,0,0.00101512,0.00101512,0.00101512
160,4808.78,1.13359,1.77718,0.94584,0.00659,0.61552,0.64891,0.62289,0.62968,0.4184,0.63276,0.54911,0.54249,0.29692,1.33061,2.59182,1.4321,0.0142,0,0.00101099,0.00101099,0.00101099
161,4840.86,1.0781,1.74499,0.93185,0.00653,0.60666,0.69308,0.60378,0.6469,0.42937,0.62751,0.54998,0.52596,0.28708,1.33199,2.56213,1.41099,0.01411,0,0.00100687,0.00100687,0.00100687
162,4869.3,1.06143,1.7593,0.93796,0.00679,0.63654,0.66707,0.59456,0.62717,0.41914,0.60827,0.52088,0.51396,0.2802,1.33159,2.55993,1.41378,0.01418,0,0.00100274,0.00100274,0.00100274
163,4901.4,1.05835,1.72201,0.92486,0.0066,0.59667,0.66854,0.61437,0.63282,0.42299,0.60928,0.55885,0.50918,0.27442,1.29907,2.59395,1.44204,0.01387,0,0.000998616,0.000998616,0.000998616
164,4932.14,1.07225,1.76771,0.94674,0.00691,0.63707,0.6877,0.6146,0.63281,0.42509,0.65049,0.56654,0.53818,0.30083,1.31978,2.66591,1.45704,0.01378,0,0.000994491,0.000994491,0.000994491
165,4963.09,1.08677,1.75703,0.93029,0.00689,0.61283,0.65685,0.61284,0.63117,0.42702,0.6019,0.55207,0.51558,0.2918,1.31367,2.71126,1.43044,0.014,0,0.000990365,0.000990365,0.000990365
166,4993.37,1.10793,1.7904,0.93626,0.00652,0.60828,0.69933,0.56811,0.62213,0.42169,0.601,0.51352,0.48366,0.27366,1.31634,2.57816,1.46373,0.01377,0,0.000986239,0.000986239,0.000986239
167,5023.01,1.10011,1.7848,0.93212,0.00695,0.64126,0.71045,0.56716,0.61211,0.42118,0.67967,0.51547,0.5294,0.29055,1.3414,2.59316,1.50951,0.01412,0,0.000982113,0.000982113,0.000982113
168,5054.5,1.09372,1.71318,0.91569,0.00644,0.64328,0.67296,0.60807,0.62661,0.41988,0.61714,0.55092,0.51796,0.29438,1.30145,2.55032,1.47272,0.01386,0,0.000977987,0.000977987,0.000977987
169,5083.88,1.09472,1.78667,0.90988,0.00665,0.62708,0.62289,0.6326,0.62391,0.42106,0.68462,0.51688,0.53409,0.2981,1.32979,2.68509,1.49309,0.01366,0,0.000973861,0.000973861,0.000973861
170,5115.14,1.08488,1.72026,0.91494,0.00631,0.61335,0.64681,0.61089,0.60888,0.40532,0.64594,0.5334,0.51992,0.28544,1.35174,2.48223,1.52557,0.01418,0,0.000969736,0.000969736,0.000969736
171,5144.47,1.09665,1.75703,0.92947,0.00657,0.59732,0.64062,0.62425,0.62641,0.4188,0.58298,0.56872,0.52173,0.28923,1.32388,2.52256,1.43828,0.01403,0,0.00096561,0.00096561,0.00096561
172,5174.97,1.06558,1.75026,0.91946,0.00656,0.57779,0.69838,0.59115,0.62502,0.41675,0.63781,0.53864,0.51882,0.2822,1.33047,2.58844,1.45651,0.01419,0,0.000961484,0.000961484,0.000961484
173,5205.69,1.08306,1.76799,0.9209,0.00653,0.61694,0.6944,0.61522,0.6444,0.43522,0.6358,0.55366,0.53159,0.29063,1.31768,2.48599,1.47031,0.01383,0,0.000957358,0.000957358,0.000957358
174,5235.9,1.06136,1.72008,0.91268,0.00662,0.60147,0.69735,0.60089,0.63764,0.43094,0.63109,0.54116,0.51165,0.28294,1.31358,2.66094,1.46744,0.01403,0,0.000953232,0.000953232,0.000953232
175,5265.14,1.07821,1.74292,0.90326,0.00645,0.6335,0.7098,0.59923,0.65455,0.44551,0.64151,0.54428,0.54156,0.30753,1.28678,2.55794,1.41255,0.01341,0,0.000949106,0.000949106,0.000949106
176,5295.57,1.06176,1.70665,0.90351,0.00643,0.57254,0.70551,0.61522,0.65125,0.44854,0.6441,0.55079,0.51918,0.28963,1.27549,2.4798,1.40861,0.01323,0,0.000944981,0.000944981,0.000944981
177,5324.54,1.03727,1.65621,0.87763,0.00644,0.60425,0.69123,0.60451,0.63032,0.42843,0.63082,0.56569,0.54098,0.30046,1.30337,2.60138,1.423,0.01396,0,0.000940855,0.000940855,0.000940855
178,5354.1,1.05339,1.73697,0.89284,0.00645,0.57219,0.70162,0.58805,0.62857,0.42685,0.60278,0.51412,0.49878,0.27773,1.28637,2.53252,1.46932,0.01316,0,0.000936729,0.000936729,0.000936729
179,5383.94,1.05264,1.7296,0.91112,0.00652,0.59399,0.64424,0.59354,0.62149,0.41916,0.60099,0.52205,0.50351,0.28221,1.29842,2.54438,1.44482,0.01327,0,0.000932603,0.000932603,0.000932603
180,5415.01,1.09364,1.76343,0.94314,0.00669,0.61775,0.61619,0.64761,0.62499,0.42201,0.57837,0.56243,0.51763,0.29117,1.31697,2.61425,1.46175,0.01375,0,0.000928477,0.000928477,0.000928477
181,5445.08,1.06913,1.74397,0.92434,0.00654,0.64505,0.66745,0.60821,0.62631,0.42568,0.61793,0.5568,0.52685,0.29784,1.32004,2.55695,1.4816,0.0139,0,0.000924352,0.000924352,0.000924352
182,5475.09,1.05432,1.76037,0.88767,0.00664,0.53636,0.64937,0.63426,0.64724,0.43655,0.63463,0.55567,0.54997,0.31043,1.30457,2.45042,1.44436,0.01396,0,0.000920226,0.000920226,0.000920226
183,5505.46,1.07643,1.7417,0.89589,0.00641,0.57299,0.67139,0.59712,0.62419,0.42581,0.61847,0.5469,0.53446,0.29532,1.324,2.57948,1.43553,0.01422,0,0.0009161,0.0009161,0.0009161
184,5534.48,1.08899,1.67891,0.92117,0.00632,0.57394,0.6892,0.60182,0.6431,0.43351,0.62656,0.55128,0.53378,0.30382,1.32805,2.66019,1.43067,0.01401,0,0.000911974,0.000911974,0.000911974
185,5565.02,1.0387,1.6889,0.87037,0.00661,0.55816,0.65242,0.62449,0.63106,0.42139,0.59235,0.56928,0.52867,0.29847,1.31373,2.64413,1.4486,0.014,0,0.000907848,0.000907848,0.000907848
186,5595.63,1.05762,1.70271,0.88972,0.00656,0.56154,0.66,0.62249,0.63101,0.42986,0.59955,0.57145,0.51726,0.29219,1.30265,2.6316,1.4176,0.01352,0,0.000903722,0.000903722,0.000903722
187,5625.36,1.07038,1.7162,0.90759,0.00639,0.57074,0.6302,0.63426,0.61027,0.40182,0.56363,0.57418,0.51171,0.28594,1.33011,2.64701,1.59393,0.01421,0,0.000899597,0.000899597,0.000899597
188,5653.28,1.0492,1.65842,0.86543,0.00622,0.58431,0.65204,0.63594,0.64566,0.44405,0.5881,0.56656,0.51881,0.29583,1.28893,2.53083,1.40213,0.01323,0,0.000895471,0.000895471,0.000895471
189,5681.85,1.04544,1.6828,0.87896,0.00647,0.56019,0.68789,0.61885,0.63959,0.43889,0.64046,0.57052,0.53023,0.28987,1.30153,2.51469,1.44576,0.01339,0,0.000891345,0.000891345,0.000891345
190,5712.16,1.03908,1.70477,0.87506,0.00642,0.55244,0.69853,0.59674,0.64268,0.44146,0.65233,0.53038,0.52805,0.29964,1.27593,2.65021,1.44149,0.01338,0,0.000887219,0.000887219,0.000887219
191,5743.95,1.03292,1.69321,0.86603,0.00646,0.54766,0.72102,0.59249,0.64118,0.4348,0.65785,0.53879,0.52587,0.29945,1.28881,2.61929,1.44935,0.01344,0,0.000883093,0.000883093,0.000883093
192,5773.31,1.1005,1.69725,0.89593,0.00624,0.57014,0.66323,0.63448,0.64597,0.43508,0.61005,0.58387,0.52814,0.28702,1.30639,2.61815,1.4178,0.01356,0,0.000878967,0.000878967,0.000878967
193,5803.36,1.05866,1.72154,0.88406,0.00638,0.60392,0.66478,0.61913,0.6374,0.4369,0.62541,0.55667,0.52526,0.29861,1.31073,2.58045,1.42934,0.01355,0,0.000874842,0.000874842,0.000874842
194,5834.74,1.05669,1.63252,0.85626,0.00607,0.5566,0.67574,0.63989,0.64816,0.44849,0.61549,0.56892,0.53375,0.2983,1.30522,2.55959,1.42399,0.01348,0,0.000870716,0.000870716,0.000870716
195,5864.33,1.03656,1.69002,0.86759,0.00649,0.53841,0.67309,0.58338,0.62232,0.42847,0.61888,0.53836,0.51116,0.28882,1.31052,2.6703,1.47951,0.01332,0,0.00086659,0.00086659,0.00086659
196,5894.02,1.00803,1.65369,0.86719,0.00659,0.57379,0.68706,0.58248,0.6234,0.42733,0.63908,0.53597,0.5267,0.30573,1.31692,2.66967,1.45331,0.01368,0,0.000862464,0.000862464,0.000862464
197,5924.18,1.03697,1.66086,0.88923,0.0065,0.57507,0.64839,0.59885,0.62357,0.42947,0.61145,0.5439,0.53079,0.29351,1.30473,2.69364,1.46562,0.01371,0,0.000858338,0.000858338,0.000858338
198,5953.45,1.06449,1.67615,0.87868,0.00627,0.57359,0.72905,0.5901,0.65043,0.43498,0.64393,0.52486,0.50674,0.27947,1.33928,2.70248,1.45898,0.01396,0,0.000854212,0.000854212,0.000854212
199,5983.71,1.02213,1.67177,0.87711,0.00646,0.58197,0.72594,0.59139,0.64881,0.44159,0.67132,0.54109,0.54902,0.31024,1.35073,2.72942,1.44553,0.01413,0,0.000850087,0.000850087,0.000850087
200,6014.36,1.04844,1.66577,0.89449,0.00637,0.5608,0.70041,0.60317,0.64542,0.44618,0.63054,0.56353,0.54295,0.30952,1.28927,2.60477,1.45573,0.01325,0,0.000845961,0.000845961,0.000845961
201,6044.04,1.04074,1.66968,0.86121,0.00611,0.56464,0.69711,0.61859,0.64164,0.43557,0.63362,0.54462,0.51974,0.28596,1.28886,2.61724,1.43955,0.01344,0,0.000841835,0.000841835,0.000841835
202,6074.96,1.04578,1.68386,0.8764,0.00643,0.57339,0.65198,0.62177,0.6273,0.43245,0.60323,0.56356,0.52009,0.29676,1.30371,2.66601,1.45393,0.01336,0,0.000837709,0.000837709,0.000837709
203,6105.9,1.00636,1.65712,0.86192,0.00618,0.56123,0.68389,0.618,0.64607,0.44451,0.62724,0.56563,0.53714,0.30413,1.29504,2.58249,1.46177,0.01334,0,0.000833583,0.000833583,0.000833583
204,6136.65,1.01513,1.67419,0.8643,0.00597,0.57913,0.6987,0.59256,0.63531,0.43819,0.66596,0.53764,0.53887,0.31467,1.31561,2.66955,1.47071,0.01357,0,0.000829458,0.000829458,0.000829458
205,6166.58,1.00368,1.70959,0.85342,0.00625,0.54478,0.6578,0.62096,0.6322,0.44154,0.59557,0.55106,0.51324,0.28879,1.28867,2.65412,1.43628,0.01312,0,0.000825332,0.000825332,0.000825332
206,6197.87,1.02733,1.6779,0.8496,0.00614,0.55388,0.66202,0.61877,0.64269,0.43573,0.61289,0.54576,0.52932,0.28574,1.3045,2.59874,1.46284,0.01349,0,0.000821206,0.000821206,0.000821206
207,6228.43,1.01517,1.62177,0.85987,0.00617,0.55629,0.6883,0.57621,0.62973,0.42312,0.61196,0.53165,0.4934,0.26611,1.31323,2.73345,1.4876,0.01389,0,0.00081708,0.00081708,0.00081708
208,6258.59,1.05121,1.68546,0.89492,0.0063,0.60064,0.69505,0.6172,0.64242,0.43326,0.64473,0.56007,0.52212,0.27683,1.32744,2.74021,1.4362,0.0136,0,0.000812954,0.000812954,0.000812954
209,6289.99,1.05725,1.69485,0.87944,0.00621,0.54433,0.69493,0.60107,0.63785,0.43457,0.62134,0.56326,0.52747,0.28136,1.29483,2.73445,1.47445,0.01318,0,0.000808828,0.000808828,0.000808828
210,6320.61,1.0151,1.66301,0.87341,0.00603,0.54639,0.68558,0.60794,0.63846,0.44174,0.64599,0.54057,0.52842,0.29597,1.30315,2.73143,1.48087,0.01328,0,0.000804703,0.000804703,0.000804703
211,6352.38,1.03754,1.65081,0.85636,0.00613,0.57484,0.7061,0.59774,0.63155,0.42895,0.64504,0.53818,0.5148,0.29696,1.30089,2.66603,1.46208,0.0138,0,0.000800577,0.000800577,0.000800577
212,6383.85,1.04127,1.6828,0.86208,0.00653,0.56028,0.70931,0.62529,0.6524,0.44498,0.65913,0.55585,0.52978,0.30177,1.29594,2.59932,1.41151,0.0135,0,0.000796451,0.000796451,0.000796451
213,6414.47,1.03482,1.63631,0.859,0.00622,0.57166,0.70185,0.60503,0.6495,0.43942,0.6544,0.54312,0.52079,0.29858,1.28699,2.64101,1.43153,0.01371,0,0.000792325,0.000792325,0.000792325
214,6445.67,1.04932,1.61723,0.86568,0.00602,0.57135,0.72276,0.59451,0.64813,0.44169,0.66558,0.55183,0.54525,0.30818,1.27872,2.58209,1.43972,0.01351,0,0.000788199,0.000788199,0.000788199
215,6476.06,1.02459,1.63316,0.83315,0.00595,0.52886,0.67381,0.6189,0.63722,0.43141,0.6295,0.56243,0.52159,0.29724,1.27763,2.66628,1.5088,0.01328,0,0.000784073,0.000784073,0.000784073
216,6507.2,1.01843,1.63541,0.86344,0.00632,0.54806,0.70085,0.60142,0.63366,0.4364,0.6451,0.54407,0.52853,0.3043,1.30334,2.73689,1.46568,0.01365,0,0.000779948,0.000779948,0.000779948
217,6537.07,1.04641,1.65667,0.86309,0.00591,0.53975,0.68962,0.60864,0.63921,0.43806,0.63616,0.56158,0.53865,0.30347,1.29403,2.62281,1.4343,0.01379,0,0.000775822,0.000775822,0.000775822
218,6567.6,1.0401,1.61017,0.84663,0.00593,0.52702,0.69649,0.61284,0.64014,0.43848,0.61658,0.54352,0.50931,0.28696,1.28001,2.60533,1.46729,0.0133,0,0.000771696,0.000771696,0.000771696
219,6597.54,1.04064,1.67027,0.84264,0.00618,0.53203,0.70105,0.61125,0.63526,0.43755,0.63747,0.54955,0.52483,0.29407,1.29305,2.60872,1.48145,0.01355,0,0.00076757,0.00076757,0.00076757
220,6627.9,1.01634,1.66766,0.86216,0.00605,0.54281,0.68937,0.61119,0.64022,0.44043,0.6607,0.54827,0.53975,0.30537,1.27513,2.69414,1.45719,0.01315,0,0.000763444,0.000763444,0.000763444
221,6657.61,1.00169,1.64721,0.83685,0.00604,0.55566,0.66541,0.63354,0.63563,0.4414,0.60156,0.56025,0.50275,0.28154,1.26713,2.78283,1.41411,0.01321,0,0.000759318,0.000759318,0.000759318
222,6687.66,1.0321,1.59907,0.84373,0.0059,0.51998,0.69664,0.61277,0.63304,0.42887,0.62607,0.54469,0.51036,0.28846,1.27219,2.84526,1.43096,0.01333,0,0.000755193,0.000755193,0.000755193
223,6717.86,1.01444,1.65761,0.85379,0.00609,0.55779,0.68189,0.60836,0.63002,0.42592,0.63558,0.53904,0.49956,0.28146,1.28283,2.83625,1.41863,0.01324,0,0.000751067,0.000751067,0.000751067
224,6746.74,1.03542,1.61407,0.84201,0.00597,0.53477,0.70628,0.60503,0.63754,0.4318,0.6558,0.54347,0.53029,0.28806,1.29303,2.74922,1.46266,0.0136,0,0.000746941,0.000746941,0.000746941
225,6777.3,1.01581,1.59438,0.82185,0.00592,0.52986,0.71881,0.61193,0.65241,0.44206,0.64591,0.53666,0.52897,0.29736,1.30556,2.69682,1.44793,0.01374,0,0.000742815,0.000742815,0.000742815
226,6805.75,1.01646,1.60066,0.81976,0.00598,0.50411,0.68254,0.61583,0.6332,0.43372,0.61811,0.55111,0.51586,0.29524,1.2862,2.70135,1.42632,0.01341,0,0.000738689,0.000738689,0.000738689
227,6836.94,1.05973,1.69306,0.85839,0.00587,0.55911,0.70228,0.60608,0.62406,0.43117,0.64441,0.54828,0.50923,0.28226,1.2873,2.78112,1.47862,0.01341,0,0.000734564,0.000734564,0.000734564
228,6866.98,1.04828,1.63202,0.84499,0.00611,0.56634,0.67791,0.61013,0.63264,0.43909,0.61847,0.5576,0.50808,0.28601,1.27393,2.65757,1.41578,0.01326,0,0.000730438,0.000730438,0.000730438
229,6897.1,1.00995,1.58403,0.83425,0.00592,0.53794,0.70204,0.58908,0.63219,0.43098,0.69237,0.51367,0.51941,0.29487,1.27424,2.53841,1.48824,0.01298,0,0.000726312,0.000726312,0.000726312
230,6927.3,1.00263,1.64833,0.85402,0.00608,0.53154,0.648,0.63295,0.63882,0.44587,0.64114,0.55877,0.53748,0.29676,1.27069,2.6799,1.42,0.01296,0,0.000722186,0.000722186,0.000722186
231,6956.87,1.01794,1.608,0.83569,0.00596,0.54949,0.69271,0.62841,0.64987,0.44641,0.65313,0.53291,0.53293,0.29866,1.2692,2.74211,1.44393,0.01299,0,0.00071806,0.00071806,0.00071806
232,6988.07,0.99685,1.63046,0.82931,0.00622,0.54497,0.70313,0.61512,0.63826,0.44173,0.63543,0.56326,0.52775,0.29731,1.26679,2.72652,1.42511,0.01323,0,0.000713934,0.000713934,0.000713934
233,7017.85,1.01431,1.61607,0.83664,0.00606,0.5358,0.68693,0.61226,0.64453,0.44224,0.67482,0.54746,0.54516,0.31698,1.28102,2.77673,1.42834,0.01328,0,0.000709809,0.000709809,0.000709809
234,7048.47,1.04048,1.61441,0.81801,0.00606,0.53787,0.69495,0.61745,0.63176,0.43559,0.64505,0.56703,0.53249,0.2988,1.29268,2.72359,1.45353,0.01351,0,0.000705683,0.000705683,0.000705683
235,7078.93,1.00069,1.59723,0.82439,0.00618,0.55129,0.69691,0.60696,0.64181,0.43954,0.63226,0.54171,0.5213,0.29829,1.29856,2.63307,1.43933,0.01353,0,0.000701557,0.000701557,0.000701557
236,7108.94,1.02331,1.68462,0.84698,0.00594,0.54156,0.6845,0.63396,0.64995,0.44862,0.61714,0.58076,0.53302,0.29584,1.27887,2.67712,1.41431,0.01309,0,0.000697431,0.000697431,0.000697431
237,7138.29,1.00051,1.5696,0.81405,0.00587,0.52157,0.6746,0.62935,0.63136,0.43304,0.58808,0.56807,0.51317,0.29661,1.29463,2.74434,1.42907,0.01341,0,0.000693305,0.000693305,0.000693305
238,7168.71,0.98255,1.59228,0.81243,0.00568,0.5323,0.68016,0.62003,0.62324,0.4273,0.61761,0.54848,0.509,0.27948,1.27562,2.74282,1.43539,0.01335,0,0.000689179,0.000689179,0.000689179
239,7200.01,0.99035,1.60561,0.82197,0.0058,0.51756,0.69581,0.61434,0.64393,0.44764,0.61843,0.55644,0.52528,0.2916,1.28511,2.62924,1.41842,0.01321,0,0.000685054,0.000685054,0.000685054
240,7230.2,1.00172,1.62769,0.82374,0.00594,0.50467,0.66895,0.62431,0.64579,0.44461,0.60307,0.56716,0.50556,0.27795,1.30306,2.67819,1.42367,0.01337,0,0.000680928,0.000680928,0.000680928
241,7259.66,1.02626,1.6018,0.83163,0.00583,0.54136,0.66579,0.62562,0.64031,0.44617,0.59562,0.56301,0.51085,0.29162,1.29074,2.70909,1.42407,0.01346,0,0.000676802,0.000676802,0.000676802
